City,Lat,Lng,Temp,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
binga,-17.62,27.34,58.730000000000004,58.730000000000004,58,46,1.44,ZW,1595570201
torrevieja,37.98,-0.68,70.664,71.006,76,0,0.45,ES,1595570201
havre-saint-pierre,50.23,-63.6,53.6,53.6,93,1,2.6,CA,1595570201
sangmelima,2.93,11.98,65.19200000000001,65.19200000000001,97,99,1.12,CM,1595570202
osoyoos,49.03,-119.45,68.09,75.2,33,40,3.6,CA,1595570202
yarovoye,52.93,78.58,70.77199999999999,70.77199999999999,61,96,6.43,RU,1595570202
mongu,-15.25,23.13,55.814,55.814,50,37,4.8,ZM,1595570202
kavieng,-2.57,150.8,84.542,84.542,74,99,5.63,PG,1595570202
yuzhnyy,53.25,83.69,73.4,73.4,38,74,4.0,RU,1595570202
coquimbo,-29.95,-71.34,44.996,44.996,61,31,1.99,CL,1595570203
novovoronezh,51.31,39.22,68.0,68.0,37,75,1.0,RU,1595570203
donskoy,53.97,38.34,64.994,64.994,53,5,3.21,RU,1595570203
guadalupe,25.68,-100.25,80.798,80.99600000000001,74,40,3.1,MX,1595569935
parakan,-6.42,106.01,88.124,88.124,57,100,0.76,ID,1595570203
clones,54.18,-7.23,53.006,53.006,88,31,0.45,IE,1595570203
sao joao da barra,-21.64,-41.05,69.656,69.656,81,0,4.56,BR,1595570204
tanout,14.97,8.89,80.834,80.834,56,89,5.95,NE,1595570204
gobabis,-22.45,18.97,33.8,33.8,64,0,0.5,NA,1595570205
tromso,69.65,18.96,48.2,48.2,93,40,1.5,NO,1595570076
yokadouma,3.52,15.05,69.76400000000001,69.76400000000001,90,90,1.41,CM,1595569994
rincon,32.3,-81.24,76.172,80.6,83,1,1.85,US,1595570205
amazar,53.86,120.88,74.49799999999999,74.49799999999999,77,100,2.48,RU,1595569969
gazli,40.13,63.45,93.36200000000001,93.36200000000001,22,0,6.08,UZ,1595570206
haimen,23.19,116.61,96.8,96.8,44,20,2.0,CN,1595570206
okakarara,-20.58,17.43,39.83,39.83,66,0,1.68,NA,1595570206
qandala,11.47,49.87,91.418,91.418,46,0,2.24,SO,1595570206
sawai madhopur,25.98,76.37,94.49600000000001,94.49600000000001,44,22,0.91,IN,1595570207
nelson,-41.28,173.28,48.578,50.0,68,73,0.45,NZ,1595570207
macabugos,13.24,123.31,86.468,86.468,71,100,1.04,PH,1595570208
cantanhede,-3.63,-44.38,70.646,70.646,88,67,0.95,BR,1595570208
carlisle,40.2,-77.19,74.786,75.992,89,100,0.45,US,1595570036
zhanjiang,21.28,110.34,92.03,92.03,55,5,4.76,CN,1595570208
itarema,-2.92,-39.92,75.27199999999999,75.27199999999999,88,94,5.16,BR,1595570209
eyl,7.98,49.82,83.156,83.156,50,97,13.11,SO,1595570209
bac ninh,21.18,106.05,95.0,95.0,53,40,3.6,VN,1595570204
krasnokamensk,50.1,118.04,90.662,90.662,35,65,5.54,RU,1595570209
nador,35.17,-2.93,69.134,71.6,73,20,0.8,MA,1595570209
show low,34.25,-110.03,60.29600000000001,62.6,82,1,1.3,US,1595570210
waipawa,-41.41,175.52,46.454,46.994,61,22,2.6,NZ,1595570210
zyryanka,65.75,150.85,89.006,89.006,25,0,3.23,RU,1595570210
kitui,-1.37,38.01,65.768,65.768,71,86,2.89,KE,1595570210
tari,12.41,4.49,76.78399999999999,76.78399999999999,83,100,2.47,NG,1595570210
sitka,57.05,-135.33,55.400000000000006,55.400000000000006,87,40,1.5,US,1595570010
shaunavon,49.65,-108.42,65.98400000000001,65.98400000000001,73,80,6.9,CA,1595570211
chunskiy,56.08,99.63,67.532,67.532,55,71,4.64,RU,1595570211
ushtobe,45.25,77.98,96.00800000000001,96.00800000000001,14,73,4.86,KZ,1595570211
marawi,8.0,124.29,84.992,84.992,82,74,2.24,PH,1595570211
great falls,47.5,-111.3,62.33,64.994,72,1,5.7,US,1595570211
lasa,46.62,10.7,55.058,57.992000000000004,100,75,0.75,IT,1595570211
celestun,20.87,-90.4,79.142,79.142,86,76,4.15,MX,1595570211
clyde river,70.47,-68.59,46.4,46.4,81,90,1.0,CA,1595570212
la reforma,25.08,-108.05,81.374,82.004,80,63,1.79,MX,1595570212
podporozhye,60.91,34.17,60.134,60.134,62,1,2.45,RU,1595570212
sorland,67.67,12.69,51.8,51.8,93,75,9.3,NO,1595570212
beohari,24.05,81.38,93.038,93.038,46,61,2.3,IN,1595570213
micheweni,-4.97,39.83,78.044,78.044,69,0,8.09,TZ,1595570213
port lincoln,-34.73,135.87,59.864000000000004,59.864000000000004,64,64,6.93,AU,1595570213
panama city,8.99,-79.52,77.0,77.0,94,98,1.52,PA,1595570061
fukue,32.69,128.84,78.80000000000001,78.80000000000001,83,75,6.7,JP,1595570213
clinton,42.59,-82.92,63.95,66.00200000000001,100,1,2.1,US,1595570214
shahreza,32.03,51.88,87.188,87.188,12,0,1.28,IR,1595570214
caravelas,-17.71,-39.25,69.89,69.89,92,62,2.83,BR,1595570214
yuanping,38.72,112.76,85.244,85.244,32,19,2.09,CN,1595570214
zhatay,62.16,129.83,87.80000000000001,87.80000000000001,25,18,1.0,RU,1595570214
reyes,-14.32,-67.38,72.71600000000001,72.71600000000001,85,25,0.66,BO,1595570215
alta floresta,-9.88,-56.09,70.358,70.358,65,6,1.34,BR,1595570215
antofagasta,-23.65,-70.4,53.6,53.6,76,0,6.7,CL,1595569979
zhigansk,66.77,123.37,71.22200000000001,71.22200000000001,55,36,6.42,RU,1595570215
mossoro,-5.19,-37.34,71.6,71.6,79,71,2.53,BR,1595570215
podgornoye,51.73,39.15,68.0,68.0,37,56,1.0,RU,1595570215
yaring,6.87,101.37,89.6,89.6,66,20,3.1,TH,1595570216
clearlake,38.96,-122.63,57.992000000000004,59.0,83,0,0.89,US,1595570216
venado,22.93,-101.08,66.00200000000001,66.00200000000001,77,10,4.18,MX,1595570216
havelock,34.88,-76.9,78.74600000000001,80.99600000000001,87,68,3.21,US,1595570216
goundam,16.41,-3.67,91.652,91.652,40,61,6.24,ML,1595570216
mookane,-23.69,26.66,44.546,44.546,85,0,2.53,BW,1595570216
psebay,44.12,40.81,74.93,74.93,57,0,1.35,RU,1595570216
buritizeiro,-17.35,-44.96,58.406,58.406,62,0,0.93,BR,1595570217
shubarkuduk,49.14,56.49,80.69,80.69,37,0,7.76,KZ,1595570217
nara,34.69,135.8,83.57,84.2,74,75,2.1,JP,1595570061
wanning,18.8,110.4,89.99600000000001,89.99600000000001,60,38,5.05,CN,1595570217
vostok,46.49,135.88,70.53800000000001,70.53800000000001,70,53,2.4,RU,1595570217
smithers,54.78,-127.17,51.8,51.8,87,75,1.5,CA,1595570217
los llanos de aridane,28.66,-17.92,71.15,71.99600000000001,77,75,8.2,ES,1595570217
balabac,7.99,117.06,77.072,77.072,90,100,3.09,PH,1595570218
avera,33.19,-82.53,73.85,75.2,78,1,2.96,US,1595570218
praia da vitoria,38.73,-27.07,66.2,66.2,82,20,1.47,PT,1595570218
half moon bay,37.46,-122.43,57.506,60.998000000000005,93,90,2.6,US,1595570218
guerrero negro,27.98,-114.06,64.238,64.238,88,0,4.97,MX,1595570218
bobicesti,44.38,24.15,67.74799999999999,69.008,88,59,3.1,RO,1595570218
flinders,-34.58,150.86,65.31800000000001,66.992,63,0,2.68,AU,1595570219
tocopilla,-22.09,-70.2,53.042,53.042,65,2,2.0,CL,1595570219
okhotsk,59.38,143.3,62.078,62.078,73,99,5.46,RU,1595570219
nonoichi,36.53,136.62,80.6,80.6,83,90,2.1,JP,1595570219
nokia,61.47,23.5,50.36,51.008,93,20,4.1,FI,1595570219
hualmay,-11.1,-77.61,60.638000000000005,60.638000000000005,86,79,3.1,PE,1595570219
muisne,0.6,-80.03,73.292,73.292,85,99,3.81,EC,1595570219
puerto maldonado,-12.6,-69.18,73.238,73.238,85,52,0.54,PE,1595570220
tricase,39.93,18.36,78.062,82.004,94,5,1.0,IT,1595570220
ust-kuyga,70.02,135.6,84.326,84.326,34,15,3.94,RU,1595570220
isawa,35.65,138.63,76.46000000000001,77.0,73,75,1.5,JP,1595570220
floro,61.6,5.03,55.400000000000006,55.400000000000006,66,40,2.1,NO,1595570220
kuusamo,65.97,29.18,57.2,57.2,82,40,2.1,FI,1595570220
ikovka,55.61,64.94,64.274,64.274,71,95,6.09,RU,1595570220
mataram,-8.58,116.12,84.2,84.2,58,40,8.7,ID,1595570187
opuwo,-18.06,13.84,48.632000000000005,48.632000000000005,48,0,3.84,NA,1595570221
mahebourg,-20.41,57.7,67.56800000000001,67.56800000000001,64,69,10.76,MU,1595570221
itacoatiara,-3.14,-58.44,73.4,73.4,100,62,0.65,BR,1595570221
tutoia,-2.76,-42.27,76.74799999999999,76.74799999999999,80,100,4.23,BR,1595570221
whitehorse,60.72,-135.05,57.272,59.0,62,75,0.93,CA,1595570221
chancay,-11.57,-77.27,59.0,59.0,87,20,2.1,PE,1595570222
sept-iles,50.2,-66.38,55.400000000000006,55.400000000000006,93,75,1.0,CA,1595570222
leningradskiy,69.38,178.42,43.286,43.286,75,73,4.82,RU,1595570222
mumford,5.26,-0.76,72.78800000000001,72.78800000000001,93,78,3.29,GH,1595570222
ketchikan,55.34,-131.65,55.400000000000006,55.400000000000006,93,90,2.1,US,1595570222
janesville,42.68,-89.02,64.52600000000001,64.994,100,1,1.7,US,1595570214
kloulklubed,7.04,134.26,82.4,82.4,83,75,4.1,PW,1595570009
zhezkazgan,47.8,67.71,87.80000000000001,87.80000000000001,20,75,8.0,KZ,1595570223
nadym,65.53,72.52,62.042,62.042,48,0,6.47,RU,1595570223
sidi bin nur,35.53,10.92,73.4,73.4,64,0,2.6,TN,1595570223
galesong,-5.32,119.37,89.6,89.6,46,20,3.6,ID,1595570223
chapais,49.78,-74.85,57.2,57.2,82,1,1.0,CA,1595570223
prainha,-1.8,-53.48,74.21000000000001,74.21000000000001,88,100,1.07,BR,1595570223
saint-pierre,-21.34,55.48,65.048,69.80000000000001,52,20,14.4,RE,1595570224
liverpool,53.41,-2.98,58.28,59.0,87,40,1.5,GB,1595570224
mirzapur,25.15,82.58,87.80000000000001,87.80000000000001,70,75,2.1,IN,1595570224
kourou,5.16,-52.65,75.2,75.2,100,90,1.98,GF,1595570224
akyab,20.15,92.9,84.30799999999999,84.30799999999999,80,94,5.45,MM,1595570224
labytnangi,66.66,66.42,65.35400000000001,65.35400000000001,47,27,5.08,RU,1595570224
grindavik,63.84,-22.43,46.4,46.4,81,72,6.2,IS,1595570225
aasiaat,68.71,-52.87,42.872,42.872,89,95,6.45,GL,1595570225
fort nelson,58.81,-122.7,62.6,62.6,72,75,3.1,CA,1595570035
steamboat springs,40.48,-106.83,57.128,59.0,77,1,0.81,US,1595570033
tukrah,32.53,20.58,77.882,77.882,70,1,1.73,LY,1595570225
bonthe,7.53,-12.51,75.77600000000001,75.77600000000001,89,100,4.79,SL,1595570225
atchison,39.56,-95.12,79.80799999999999,80.6,78,1,3.6,US,1595570226
beverley,53.85,-0.42,55.976,57.992000000000004,87,19,3.1,GB,1595570226
dwarka,22.24,68.97,87.008,87.008,70,83,4.27,IN,1595570105
sandy bay,-42.91,147.35,52.268,53.006,62,75,2.6,AU,1595569929
sao jose da coroa grande,-8.9,-35.15,73.31,73.31,81,32,4.64,BR,1595570226
jaisalmer,26.91,70.92,97.844,97.844,40,0,6.57,IN,1595570226
tual,-5.67,132.75,79.304,79.304,81,11,7.6,ID,1595570226
malaya vishera,58.85,32.22,58.622,58.622,65,56,2.56,RU,1595570227
tokur,53.13,132.9,76.244,76.244,41,90,1.54,RU,1595570227
auki,-8.77,160.7,84.398,84.398,70,3,2.95,SB,1595569971
san carlos,9.66,-68.58,72.23,72.23,95,25,1.21,VE,1595570227
yerbogachen,61.28,108.01,71.006,71.006,49,27,2.26,RU,1595570227
doha,25.29,51.53,96.998,100.994,71,20,5.7,QA,1595570016
mackay,-21.15,149.2,68.0,68.0,77,53,6.7,AU,1595570227
morondava,-20.28,44.28,72.84200000000001,72.84200000000001,50,0,5.21,MG,1595570228
ahipara,-35.17,173.17,53.564,53.564,79,27,3.93,NZ,1595570228
khorixas,-20.37,14.97,54.41,54.41,38,0,6.1,NA,1595570228
puerto lopez,4.08,-72.96,72.896,72.896,95,100,1.13,CO,1595570228
sterling,39.01,-77.43,73.52600000000001,73.994,100,90,2.48,US,1595570098
marzuq,14.4,46.47,82.256,82.256,50,12,3.36,YE,1595569995
zinder,13.81,8.99,73.4,73.4,88,20,5.1,NE,1595570228
hambantota,6.12,81.12,84.2,84.2,74,75,4.6,LK,1595570229
tynset,62.28,10.78,42.8,42.8,93,75,6.2,NO,1595570229
nizhnyaya tavda,57.67,66.17,68.378,68.378,49,4,4.11,RU,1595570192
isangel,-19.55,169.27,84.2,84.2,70,40,4.1,VU,1595570229
linjiang,41.81,126.91,87.134,87.134,34,96,2.45,CN,1595570229
afogados da ingazeira,-7.75,-37.64,60.367999999999995,60.367999999999995,91,32,2.23,BR,1595570229
ugoofaaru,5.67,73.0,80.438,80.438,79,100,6.72,MV,1595570230
takoradi,4.88,-1.76,72.86,72.86,92,90,2.51,GH,1595570230
padang,-0.95,100.35,84.2,84.2,79,20,2.1,ID,1595570230
batagay-alyta,67.8,130.41,78.656,78.656,33,31,1.2,RU,1595570230
hortobagy,47.58,21.15,64.4,64.4,88,23,2.6,HU,1595570230
san cristobal,7.77,-72.22,63.644,63.644,90,83,1.23,VE,1595570230
houma,29.6,-90.72,79.34,80.006,94,1,4.1,US,1595570230
warrington,53.39,-2.58,57.704,59.0,87,40,1.5,GB,1595570231
ratnagiri,16.98,73.3,83.012,83.012,76,100,1.97,IN,1595570231
gweta,-20.18,25.23,48.452,48.452,73,0,5.56,BW,1595570231
murray bridge,-35.12,139.27,59.396,60.998000000000005,53,17,0.45,AU,1595570231
salina cruz,16.17,-95.2,79.952,79.952,78,77,1.97,MX,1595570101
seoul,37.57,126.98,76.80199999999999,78.80000000000001,69,90,2.6,KR,1595570104
kushima,31.46,131.23,75.866,77.0,94,75,4.6,JP,1595570231
vestmanna,62.16,-7.17,50.0,50.0,100,100,4.1,FO,1595570232
ippy,6.27,21.22,68.55799999999999,68.55799999999999,94,100,0.58,CF,1595570232
hatillo,18.49,-66.83,74.66,75.992,74,12,0.89,PR,1595570232
tamandare,-8.76,-35.1,73.382,73.382,81,42,4.51,BR,1595570232
rehoboth,-23.32,17.08,41.126000000000005,41.126000000000005,63,0,2.44,NA,1595570232
knysna,-34.04,23.05,71.6,71.6,17,0,4.6,ZA,1595570233
voi,-3.39,38.56,72.644,72.644,53,26,3.24,KE,1595570233
mananara,-16.17,49.77,69.458,69.458,76,91,5.75,MG,1595570233
cravo norte,6.3,-70.2,74.822,74.822,93,100,1.72,CO,1595570233
pyapon,16.28,95.68,91.67,91.67,54,58,1.07,MM,1595570233
shangrao,28.45,117.97,89.708,89.708,69,100,2.95,CN,1595570234
mount isa,-20.73,139.5,80.6,80.6,22,0,0.5,AU,1595570234
portland,45.52,-122.68,60.656,62.995999999999995,72,20,3.1,US,1595569920
ust-kalmanka,52.12,83.31,77.95400000000001,77.95400000000001,47,82,3.2,RU,1595570234
bambui,-20.01,-45.98,56.426,56.426,71,0,1.16,BR,1595570234
broken hill,-31.95,141.43,66.2,66.2,37,75,5.7,AU,1595570234
zeya,53.75,127.27,78.17,78.17,55,97,4.09,RU,1595570235
dubovka,49.06,44.83,75.11,75.2,29,40,2.0,RU,1595570235
vilhena,-12.74,-60.15,69.476,69.476,54,21,1.92,BR,1595570235
naze,28.37,129.48,86.918,87.80000000000001,79,75,8.2,JP,1595570235
byron bay,-28.65,153.62,59.918,60.8,93,90,3.6,AU,1595570235
bardiyah,31.76,25.09,75.956,75.956,67,0,2.38,LY,1595570236
kahului,20.89,-156.47,75.794,82.4,54,40,7.2,US,1595570236
aljezur,37.32,-8.8,69.99799999999999,69.99799999999999,69,0,4.76,PT,1595570236
yendi,9.44,-0.01,72.01400000000001,72.01400000000001,96,100,2.36,GH,1595570236
pompeu,-19.22,-44.94,55.256,55.256,82,0,1.67,BR,1595570236
vanavara,60.34,102.28,51.728,51.728,94,100,0.75,RU,1595570236
verkhnevilyuysk,63.45,120.32,81.626,81.626,43,86,1.29,RU,1595570047
trat,12.5,102.5,82.4,82.4,83,75,6.2,TH,1595570237
elmadag,39.92,33.23,66.70400000000001,68.0,55,0,4.1,TR,1595570237
villazon,-22.09,-65.59,31.028,31.028,59,0,2.1,BO,1595570237
faya,18.39,42.45,72.5,73.4,78,41,1.83,SA,1595570237
myronivka,49.66,30.98,65.19200000000001,65.19200000000001,72,47,3.07,UA,1595570237
tawang,27.58,91.87,64.688,64.688,73,85,2.11,IN,1595570237
fernie,49.5,-115.07,66.00200000000001,66.00200000000001,43,0,2.68,CA,1595570237
ust-tsilma,65.44,52.15,76.46000000000001,76.46000000000001,38,5,3.32,RU,1595570238
keti bandar,24.14,67.45,89.924,89.924,65,59,8.26,PK,1595570238
